level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3400	4400	-1	
2	1	1	0	0	0	501	213	434	114	-1	
3	1	1	1	0	0	501	213	434	114	-1	
4	1	1	1	1	0	503	213	432	39	-1	
5	1	1	1	1	1	503	213	124	39	91	SIUE
5	1	1	1	1	2	644	213	291	39	91	ARCHIVES
4	1	1	1	2	0	501	277	276	50	-1	
5	1	1	1	2	1	501	277	276	50	85	Manuscript
2	1	2	0	0	0	501	1750	189	112	-1	
3	1	2	1	0	0	501	1750	189	112	-1	
4	1	2	1	1	0	501	1750	189	42	-1	
5	1	2	1	1	1	501	1750	189	42	88	B0X#3
4	1	2	1	2	0	502	1819	69	43	-1	
5	1	2	1	2	1	502	1819	69	43	90	3/1
2	1	3	0	0	0	500	1798	194	7	-1	
3	1	3	1	0	0	500	1798	194	7	-1	
4	1	3	1	1	0	500	1798	194	7	-1	
5	1	3	1	1	1	500	1798	194	7	95	 
2	1	4	0	0	0	500	4147	1827	52	-1	
3	1	4	1	0	0	500	4147	1827	52	-1	
4	1	4	1	1	0	500	4147	1827	52	-1	
5	1	4	1	1	1	500	4149	55	39	85	N
5	1	4	1	1	2	557	4147	1010	52	55	olumes/departments$llS/archives/WP/SIUE
5	1	4	1	1	3	1584	4149	370	39	87	Collections/John
5	1	4	1	1	4	1969	4150	47	38	95	B.
5	1	4	1	1	5	2034	4148	293	40	87	Bowman.doc
2	1	5	0	0	0	1301	1820	181	42	-1	
3	1	5	1	0	0	1301	1820	181	42	-1	
4	1	5	1	1	0	1301	1820	181	42	-1	
5	1	5	1	1	1	1301	1821	104	41	89	East
5	1	5	1	1	2	1424	1820	58	42	90	St.
2	1	6	0	0	0	1498	401	502	1251	-1	
3	1	6	1	0	0	1498	401	502	1251	-1	
4	1	6	1	1	0	1500	401	413	68	-1	
5	1	6	1	1	1	1500	401	413	68	66	August12th1871
4	1	6	1	2	0	1500	472	413	68	-1	
5	1	6	1	2	1	1500	472	413	68	66	August19th1871
4	1	6	1	3	0	1500	541	413	68	-1	
5	1	6	1	3	1	1500	541	413	68	66	August26th1871
4	1	6	1	4	0	1504	612	472	68	-1	
5	1	6	1	4	1	1504	625	258	55	87	September
5	1	6	1	4	2	1778	612	69	55	91	2nd
5	1	6	1	4	3	1868	626	108	42	91	1871
4	1	6	1	5	0	1504	682	463	68	-1	
5	1	6	1	5	1	1504	695	258	55	87	September
5	1	6	1	5	2	1779	682	58	56	92	9th
5	1	6	1	5	3	1860	696	107	42	90	1871
4	1	6	1	6	0	1504	753	494	68	-1	
